,通知人,标题,日期,详细链接,附件
92,计划科,关于2025-2026学年第一学期通识教育选修课选课的通知,2025-09-06,https://jwch.fzu.edu.cn//info/1038/14184.htm,"[{'附件名': '【超星尔雅使用手册（学生版）.pdf】', '下载次数': 1200, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714902'}, {'附件名': '【慕课堂学生操作手册.pdf】', '下载次数': 821, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714903'}, {'附件名': '【智慧树学生手册2025.pptx】', '下载次数': 1167, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714901'}]"
93,质量办,关于上报学院院级本科教育教学相关规章制度的通知,2025-06-03,https://jwch.fzu.edu.cn//info/1040/14098.htm,[]
94,教研教改,福州大学关于开展2025级“嘉锡化学拔尖班”招生工作的通知,2025-09-04,https://jwch.fzu.edu.cn//info/1037/14177.htm,"[{'附件名': '【附件1：福州大学2025级“嘉锡化学拔尖班”招生简章.doc】', '下载次数': 711, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714466'}, {'附件名': '【附件2：福州大学2025级“嘉锡化学拔尖班”选拔方案.doc】', '下载次数': 489, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714465'}]"
95,教研教改,福州大学关于开展2025级“数理综合班”招生工作的通知,2025-09-05,https://jwch.fzu.edu.cn//info/1037/14181.htm,"[{'附件名': '【附件1：福州大学2025级“数理综合班”招生简章.doc】', '下载次数': 1764, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714578'}, {'附件名': '【附件2：承诺书.doc】', '下载次数': 468, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714579'}]"
96,实践科,福州大学关于公布2025届本科生优秀毕业设计（论文）名单的通知,2025-06-24,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14134,"[{'附件名': '【附件：福州大学2025届本科生优秀毕业设计（论文）名单.docx】', '下载次数': 1443, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16487801'}]"
97,质量办,关于举办福州大学第七十一场“教学有道”研讨活动的通知,2025-05-29,https://jwch.fzu.edu.cn//info/1040/14090.htm,[]
98,实践科,关于公布第十一届桥梁设计大赛获奖名单的通知,2025-05-30,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14092,[]
99,教学通知,关于上报学院院级本科教育教学相关规章制度的通知,2025-06-03,https://jwch.fzu.edu.cn//info/1012/14097.htm,[]
100,教学运行,关于2024-2025学年第二学期《大学物理A（上）》、《大学物理B（上）》、《大学物理C》课程期末考试安排的通知,2025-06-17,https://jwch.fzu.edu.cn//info/1036/14117.htm,"[{'附件名': '【2402大学物理A（上）、B（上）、C期末考-7.3上、下午.xlsx】', '下载次数': 216, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485022'}]"
101,实践科,关于公布2023年、2024年本科生科研训练计划项目结题成绩的通知,2025-07-04,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14149,"[{'附件名': '【附件1：福州大学2023年国家级、省级、校级本科生科研训练计划项目结题成绩汇总表.docx】', '下载次数': 493, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16681324'}, {'附件名': '【附件2：福州大学2024年国家级、省级、校级本科生科研训练计划项目结题成绩汇总表.docx】', '下载次数': 987, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16490726'}]"
102,教研教改,福州大学关于开展2025级“数智实验班” 招生工作的通知,2025-09-05,https://jwch.fzu.edu.cn//info/1037/14179.htm,"[{'附件名': '【附件2：福州大学2025级“数智实验班”选拔方案.docx】', '下载次数': 1584, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714573'}, {'附件名': '【附件1：福州大学2025级“数智实验班”招生简章.docx】', '下载次数': 1628, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714572'}, {'附件名': '【附件3：承诺书.docx】', '下载次数': 358, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714574'}]"
103,教学运行,关于2024-2025学年第二学期《大学英语（三）》课程期末考试安排的通知,2025-06-17,https://jwch.fzu.edu.cn//info/1036/14116.htm,"[{'附件名': '【2402大学英语三期末考-6.29上、下午.xlsx】', '下载次数': 342, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485009'}]"
104,质量办,关于开展2025年工程教育专业认证申请工作的通知,2025-09-06,https://jwch.fzu.edu.cn//info/1040/14188.htm,"[{'附件名': '【附件3 工程教育认证申请书（2025版）修订说明.pdf】', '下载次数': 478, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714969'}, {'附件名': '【附件2 工程教育认证申请书（2025版）.docx】', '下载次数': 147, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714970'}, {'附件名': '【附件1 2025年接受认证申请的专业领域及专业一览表.pdf】', '下载次数': 493, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714971'}]"
105,教学运行,关于2024-2025学年第二学期《高等数学A（中）》、《高等数学B（下）》和《高等数学C（下）》课程期末考试安排的通知,2025-06-18,https://jwch.fzu.edu.cn//info/1036/14121.htm,"[{'附件名': '【2402高数数学A中、B下、C下期末考-7.4上、下午.xlsx】', '下载次数': 372, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485393'}]"
106,教学运行,关于2025年端午节放假课程调整的通知,2025-05-27,https://jwch.fzu.edu.cn//info/1036/14084.htm,[]
107,实践科,关于公布第九届网络信息安全竞赛获奖名单的通知,2025-05-30,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14091,[]
108,综合科,关于2024-2025学年第二学期再次开放本科生学生证补办和火车票优惠区间更改的通知,2025-05-20,https://jwch.fzu.edu.cn//info/1035/14068.htm,[]
109,质量办,关于举办福州大学第七十场“教学有道”暨第三期智慧教学课程平台与AI智慧教学工具培训的通知,2025-05-26,https://jwch.fzu.edu.cn//info/1040/14076.htm,[]
110,教学运行,福州大学关于印发本科生转专业管理实施办法的通知,2025-05-28,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1036&wbnewsid=14089,[]
111,实践科,福州大学关于修订印发《本科生毕业设计（论文）规范使用AI工具的规定》的通知,2025-05-22,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14075,[]
112,教学运行,关于2024-2025学年第二学期《英语专题》课程期末考试安排的通知,2025-06-17,https://jwch.fzu.edu.cn//info/1036/14115.htm,"[{'附件名': '【2402专题英语期末考-6.28上、下午.xlsx】', '下载次数': 239, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16485008'}]"
113,教研教改,福州大学关于开展2025级“数理金融实验班”招生工作的通知,2025-09-02,https://jwch.fzu.edu.cn//info/1037/14176.htm,"[{'附件名': '【附件2：福州大学2025级“数理金融实验班”选拔方案.doc】', '下载次数': 762, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714218'}, {'附件名': '【附件1：福州大学2025级“数理金融实验班”招生简章.doc】', '下载次数': 954, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714580'}, {'附件名': '【附件3：2025级数理金融实验班申请表.doc】', '下载次数': 358, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714220'}, {'附件名': '【附件4：承诺书.doc】', '下载次数': 245, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714221'}]"
114,质量办,关于举办福州大学第六十九期“教学有道”研讨活动的通知,2025-05-14,https://jwch.fzu.edu.cn//info/1040/14054.htm,[]
115,计划科,关于组织申报2025-2026学年第一学期通识教育选修课的通知,2025-05-12,https://jwch.fzu.edu.cn//info/1038/14048.htm,[]
116,教学运行,关于2024-2025学年第二学期2023级、2024级体育理论教室安排的通知,2025-05-14,https://jwch.fzu.edu.cn//info/1036/14055.htm,[]
117,综合科,关于转发教育部高等教育司关于开展人工智能综合能力提升培训工作的通知,2025-06-19,https://jwch.fzu.edu.cn//info/1035/14124.htm,"[{'附件名': '【教育部高等教育司关于开展人工智能综合能力提升培训工作的通知（6月30日前）.pdf】', '下载次数': 447, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16486009'}, {'附件名': '【（学院名称）——参加教育部人工智能综合能力提升培训工作情况 .xls】', '下载次数': 287, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16486008'}]"
118,质量办,关于举办福州大学第六十八场“教学有道”暨第二期智慧教学课程平台与AI智慧教学工具培训的通知,2025-05-06,https://jwch.fzu.edu.cn//info/1040/14037.htm,[]
119,计划科,2024-2025学年第二学期在校学生申请辅修专业的通知,2025-05-06,https://jwch.fzu.edu.cn//info/1038/14038.htm,[]
120,教学运行,关于2024-2025学年第二学期《概率论与数理统计》课程期末考试安排的通知,2025-05-27,https://jwch.fzu.edu.cn//info/1036/14081.htm,"[{'附件名': '【2402概率-6.8下午.xlsx】', '下载次数': 234, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16228788'}]"
121,教学运行,关于2024-2025学年第二学期《工程制图C（下）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,2025-05-22,https://jwch.fzu.edu.cn//info/1036/14072.htm,"[{'附件名': '【2402工程制图C（下）、D、F期末考-6.8上午.xlsx】', '下载次数': 307, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15786264'}]"
122,质量办,关于开学第一周集中听课的通知,2025-09-06,https://jwch.fzu.edu.cn//info/1040/14189.htm,"[{'附件名': '【附件1：福州大学课堂教学质量评估表.doc】', '下载次数': 130, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714972'}, {'附件名': '【附件2：福州大学课堂教学质量评估表（思政课）.docx】', '下载次数': 122, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714973'}, {'附件名': '【附件3：202501第一周课表.xlsx】', '下载次数': 205, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714974'}, {'附件名': '【附件4：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc】', '下载次数': 80, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16714975'}]"
123,教学运行,关于2024-2025学年第二学期《大学英语（二）》、《大学英语（四）》课程期末考试安排的通知,2025-06-10,https://jwch.fzu.edu.cn//info/1036/14107.htm,"[{'附件名': '【2402大学英语四期末考-6.20上午.xlsx】', '下载次数': 231, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16478613'}, {'附件名': '【2402大学英语二期末考-6.28下午.xlsx】', '下载次数': 258, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16478612'}]"
124,教研教改,福州大学关于公布2023级数理综合班 专业分流学生名单及学科导师名单的通知,2025-05-09,https://jwch.fzu.edu.cn//info/1037/14042.htm,[]
125,教材中心,关于做好2025-2026学年第一学期教材选用与征订工作的通知,2025-05-16,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=14061,"[{'附件名': '【附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2025年2月，共计119种）.xlsx】', '下载次数': 73, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785218'}]"
126,教学运行,关于2024-2025学年第二学期《中国近现代史纲要》课程期末考试安排的通知,2025-05-15,https://jwch.fzu.edu.cn//info/1036/14060.htm,"[{'附件名': '【2402史纲随堂考.xlsx】', '下载次数': 483, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785065'}]"
127,实践科,关于公布第十五届大学生节能减排社会实践与科技竞赛暨第十一届材料创新、设计及应用竞赛获奖名单的通知,2025-05-09,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14045,[]
128,实践科,关于开展大学生校外实践教学基地抽检工作的通知,2025-05-28,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14086,"[{'附件名': '【附件1：福州大学大学生校外实践教学基地抽检名单一览表.xlsx】', '下载次数': 78, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16229485'}, {'附件名': '【附件2：福州大学大学生校外实践教学基地抽检汇总表.xlsx】', '下载次数': 52, '链接码': '/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=16229486'}]"
129,实践科,福州大学关于公布第二十二届程序设计竞赛获奖名单的通知,2025-04-24,https://jwch.fzu.edu.cn//content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14020,[]
130,教学运行,关于2025年劳动节放假课程调整的通知,2025-04-24,https://jwch.fzu.edu.cn//info/1036/14016.htm,[]
131,质量办,关于福州大学第六十八场“教学有道”研讨活动延期举行的通知,2025-04-24,https://jwch.fzu.edu.cn//info/1040/14017.htm,[]
132,质量办,关于举办福州大学第六十八场“教学有道”研讨活动的通知,2025-04-23,https://jwch.fzu.edu.cn//info/1040/14011.htm,[]
